1.1888, -0.0159, 0.4022, 0.0854
1.1901, -0.0159, 0.8144, 0.0854
1.1468, -0.0159, 0.7075, 0.0294
1.143, -0.0159, 0.5129, 0.0294
1.1901, -0.0159, 1.1994, 0.0854
1.3474, -0.0159, 1.2191, 0.0704
1.302, -0.0159, 1.0474, 0.1043
1.1527, -0.0159, 1.0704, 0.0453
1.1584, -0.0159, 0.959, 0.0626
1.3266, -0.0159, 0.8762, 0.0621
1.3014, -0.0159, 0.7863, 0.0294
1.2453, -0.0159, 0.9244, 0.03
1.1356, -0.0159, 0.6598, 0.0192
1.1305, -0.0159, 1.5628, 0.0294
1.3897, -0.0159, 1.5682, 0.0294
1.4017, -0.0159, 1.1349, 0.0294
1.3904, -0.0159, 0.9438, 0.0294
1.4087, -0.0159, 0.4858, 0.0216
1.4069, -0.0159, 0.2881, 0.0294
1.4073, -0.0159, 0.0485, 0.0294
1.134, -0.0159, 0.3011, 0.0294
1.3628, -0.0159, 0.7733, 0.0294
1.4042, -0.0159, 0.82, 0.0326
1.1322, -0.0159, 1.2987, 0.0294
1.4267, -0.0159, 1.5228, 0.0294
-1.1398, -0.0159, 0.3569, 0.1465
-1.0823, -0.0159, 0.134, 0.0854
-1.2508, -0.0159, 0.1533, 0.0854
-1.2209, -0.0159, 0.5728, 0.0854
-1.2735, -0.0159, 0.4707, 0.0294
-1.286, -0.0159, 0.2618, 0.0294
-1.1069, -0.0159, 0.7994, 0.0995
-1.2579, -0.0159, 0.8321, 0.0534
-1.2526, -0.0159, 0.7175, 0.0626
-1.0844, -0.0159, 0.6346, 0.0621
-1.1096, -0.0159, 0.5447, 0.0294
-1.166, -0.0159, 0.6806, 0.0328
-1.2948, -0.0159, 0.4196, 0.0192
-1.0208, -0.0159, 0.7023, 0.0305
-1.0196, -0.0159, 0.2289, 0.0294
-1.0578, -0.0159, 0.5095, 0.0294
-1.0238, -0.0159, 0.5636, 0.0326
-1.4519, -0.0159, 0.8781, 0.0193
-1.5318, -0.0159, 0.8078, 0.0854
-1.4157, -0.0159, 0.6975, 0.0729
-1.503, -0.0159, 0.6476, 0.0294
-1.3341, -0.0159, 0.7536, 0.0266
-1.4389, -0.0159, 0.7788, 0.0135
-1.321, -0.0159, 0.6502, 0.0334
-1.3001, -0.0159, 0.311, 0.0192
-2.0018, -0.0159, 0.7721, 0.0505
-1.5699, -0.0159, 0.6808, 0.0467
-1.3811, -0.0159, 0.8317, 0.0661
-1.5174, -0.0159, 0.7103, 0.0135
-1.5009, -0.0159, 0.6899, 0.0135
-1.5407, -0.0159, 0.6279, 0.0135
-1.6066, -0.0159, 0.6312, 0.0148
-1.6048, -0.0159, 0.7351, 0.0166
-1.605, -0.0159, 0.8793, 0.0171
-1.3296, -0.0159, 0.7127, 0.0155
0.4149, -0.0159, 1.1448, 0.0536
0.5097, -0.0159, 1.1641, 0.0446
0.3943, -0.0159, 1.2295, 0.0325
0.4173, -0.0159, 1.2633, 0.009
0.4336, -0.0159, 1.2156, 0.0095
0.3868, -0.0159, 1.0699, 0.0246
0.5749, -0.0159, 1.1741, 0.0202
0.5661, -0.0159, 1.1299, 0.0227
0.3839, -0.0159, 0.9516, 0.0189
0.3767, -0.0159, 0.9909, 0.0159
0.377, -0.0159, 1.0261, 0.0169
0.6351, -0.0159, 1.0681, 0.0227
0.661, -0.0159, 0.9747, 0.0341
0.6547, -0.0159, 1.0281, 0.0236
0.6779, -0.0159, 1.0672, 0.0202
0.6857, -0.0159, 1.0129, 0.0113
0.6871, -0.0159, 1.0364, 0.0113
-0.0994, -0.0159, 0.7223, 0.0286
-0.3038, -0.0159, 0.7319, 0.0278
-0.1481, -0.0159, 0.7091, 0.0209
-1.5994, -0.0159, 0.0324, 0.0538
-0.2154, -0.0159, 0.7046, 0.0143
-0.2519, -0.0159, 0.7094, 0.017
-0.0603, -0.0159, 0.831, 0.0179
-0.0809, -0.0159, 0.9413, 0.0288
-0.0581, -0.0159, 0.8769, 0.0219
-1.8718, -0.0159, 0.0766, 0.0397
-1.3197, -0.0159, 0.041, 0.0465
-0.1192, -0.0159, 0.9559, 0.0124
-0.0823, -0.0159, 0.7653, 0.019
0.0323, -0.0159, 0.7126, 0.0179
0.0609, -0.0159, 0.7011, 0.0124
-0.0652, -0.0159, 0.702, 0.0117
-1.4594, -0.0159, 0.1362, 0.1219
-2.1034, -0.0159, 0.5721, 0.1726
-2.1084, -0.0159, 0.9384, 0.1465
-2.0393, -0.0159, 1.2222, 0.1465
-1.185, -0.0159, 1.4393, 0.1439
-1.4144, -0.0159, 1.5191, 0.0998
-1.6138, -0.0159, 1.5105, 0.0998
-1.7831, -0.0159, 1.3731, 0.1184
-1.9249, 0.0, 0.2577, 0.1507
-1.7385, -0.0159, 0.0938, 0.0971
-1.6285, -0.0159, 0.2043, 0.0596
-1.7276, -0.0159, 0.2477, 0.0468
-2.1266, -0.0159, 0.3361, 0.0655
-1.9271, -0.0159, 0.45, 0.0425
-2.2376, -0.0159, 0.7735, 0.0655
-2.202, -0.0159, 1.1097, 0.048
-1.8481, -0.0159, 1.2274, 0.0446
-1.9468, -0.0159, 1.3912, 0.0446
-2.0254, -0.0159, 1.4041, 0.0362
-1.9843, -0.0159, 1.4507, 0.0257
-1.9162, -0.0159, 1.4722, 0.0429
-1.761, -0.0159, 1.5347, 0.0447
-1.5089, -0.0159, 1.3949, 0.0551
-1.6199, -0.0159, 1.3661, 0.0461
-1.3647, -0.0159, 1.3808, 0.0461
-1.5162, -0.0159, 1.5918, 0.0252
-1.3234, -0.0159, 1.5924, 0.0178
-1.3027, -0.0159, 1.5462, 0.015
-1.2844, -0.0159, 1.5814, 0.0232
-1.247, -0.0159, 1.5826, 0.0134
-1.0539, -0.0159, 1.5288, 0.0152
-1.0322, -0.0159, 1.4725, 0.0138
-1.0216, -0.0159, 1.5074, 0.0231
-1.1171, -0.0159, 1.2848, 0.0254
-1.092, -0.0159, 1.3137, 0.0131
-1.1541, -0.0159, 1.2862, 0.0115
2.2397, -0.0159, 0.9034, 0.1726
2.181, -0.0159, 0.5418, 0.1465
2.0586, -0.0159, 0.281, 0.1442
1.7162, -0.0159, 0.1482, 0.1402
2.1286, -0.0, 1.2512, 0.1465
1.9688, -0.0159, 1.4343, 0.0971
1.9314, -0.0159, 1.2893, 0.0536
2.3035, -0.0159, 1.1317, 0.0655
2.0906, -0.0159, 1.0584, 0.0456
2.3369, -0.0159, 0.6818, 0.0655
2.2404, -0.0159, 0.3538, 0.0537
1.86, -0.0159, 0.2803, 0.0558
1.8976, -0.0159, 0.1818, 0.0446
1.5742, -0.0, 1.4589, 0.1337
1.7954, -0.0, 1.5005, 0.0808
1.7455, -0.0, 1.3692, 0.058
1.8404, -0.0159, 1.3885, 0.0404
1.846, -0.0159, 1.3139, 0.0348
1.8921, -0.0159, 0.0921, 0.0446
1.9491, -0.0159, 0.1384, 0.0226
1.9667, -0.0159, 0.0939, 0.0243
1.9916, -0.0159, 0.1311, 0.0199
2.2995, -0.0159, 0.4249, 0.0202
2.3065, -0.0159, 0.3852, 0.0206
2.3327, -0.0159, 0.4161, 0.0135
1.501, -0.0159, 0.1923, 0.0854
1.4772, -0.0159, 0.0652, 0.0436
1.5638, -0.0159, 0.0446, 0.0441
1.3505, -0.0159, 0.0169, 0.0165
-1.3436, -0.0159, 0.241, 0.0355
-1.6142, -0.0159, 0.1164, 0.0296
-1.5252, -0.0159, 0.004, 0.0253
-1.3826, -0.0159, 0.0122, 0.0242
-2.1074, -0.0159, 0.2412, 0.0309
-2.2015, -0.0159, 0.3966, 0.0283
-1.1774, -0.0159, 0.0556, 0.0366
-1.2417, -0.0159, 0.0381, 0.0307
-2.2686, -0.0159, 0.8639, 0.03
-2.2727, -0.0159, 0.9144, 0.02
-2.2711, -0.0159, 0.9532, 0.0182
-2.2446, -0.0159, 1.0469, 0.0279
-2.2682, -0.0159, 1.0163, 0.0104
1.5911, -0.0159, 0.2545, 0.0243
1.9054, -0.0159, 0.344, 0.0223
-1.312, -0.0159, 0.7917, 0.0135
-1.3019, -0.0159, 0.7709, 0.01
-2.2777, -0.0159, 0.9793, 0.008
-1.8484, -0.0159, 1.5122, 0.0357
-1.4316, -0.0159, 1.3977, 0.0233
-1.8772, -0.0159, 1.1635, 0.0257
-1.9016, -0.0159, 1.1179, 0.0257
-2.1444, -0.0159, 0.766, 0.0285
-2.0987, -0.0159, 0.7696, -0.0174
-2.2676, -0.0159, 0.6854, 0.0261
-2.0492, -0.0159, 0.3829, 0.0245
-1.9832, -0.0159, 0.4195, 0.0233
-2.0168, -0.0159, 0.4063, 0.0152
-2.0659, -0.0159, 0.7709, -0.0145
-2.2013, -0.0159, 1.1829, 0.0226
-1.9142, -0.0159, 1.3331, 0.0217
-1.9058, -0.0159, 1.0808, 0.0125
-1.8861, -0.0159, 1.2803, 0.0202
-1.465, -0.0159, 0.6283, 0.0128
-2.1968, -0.0159, 1.2201, 0.0129
-2.0745, -0.0159, 1.3828, 0.0181
-2.0971, -0.0159, 1.3675, 0.0112
-2.112, -0.0159, 1.3569, 0.0067
-2.1205, -0.0159, 1.35, 0.0046
-1.9723, -0.0159, 0.8368, 0.021
-1.9487, -0.0159, 0.9865, 0.0201
2.0289, -0.0159, 0.4533, 0.0299
-1.9514, -0.0159, 0.9269, 0.0108
-0.1387, -0.0159, 0.9623, 0.008
-1.9614, -0.0159, 0.8748, 0.0142
-1.3122, -0.0159, 0.8784, 0.0177
-1.1991, -0.0159, 0.8759, 0.0199
-1.0122, -0.0159, 0.8748, 0.0212
-1.0077, -0.0159, 0.7449, 0.0145
-1.0067, -0.0159, 0.6558, 0.0178
-1.0076, -0.0159, 0.6108, 0.0178
-1.0142, -0.0159, 0.4739, 0.0228
-1.0096, -0.0159, 0.5147, 0.0178
-2.0841, -0.0159, 0.1933, 0.021
-1.9343, -0.0159, 0.0843, 0.0228
-2.0339, -0.0159, 0.1368, 0.0135
-2.0542, -0.0159, 0.1571, 0.0149
-1.9265, -0.0159, 0.5094, 0.0152
-1.8792, -0.0159, 0.4157, 0.0152
-1.763, -0.0159, 0.2994, 0.0162
-1.9679, -0.0159, 0.71, 0.0208
-1.7124, -0.0159, 1.5757, 0.0181
-1.6887, -0.0159, 1.5894, 0.0085
-1.6759, -0.0159, 1.5954, 0.0055
-1.5124, -0.0159, 1.4631, 0.0128
-1.5748, -0.0159, 1.4054, 0.0128
-1.4439, -0.0159, 1.3568, 0.019
-1.7897, -0.0159, 1.241, 0.0139
-0.292, -0.0159, 1.0182, 0.0197
-0.2936, -0.0159, 1.5167, 0.0228
-0.2847, -0.0159, 1.4642, 0.0135
-0.5953, -0.0159, 1.5266, 0.0135
-0.5381, -0.0159, 1.5813, 0.0147
-0.6019, -0.0159, 1.5023, 0.0101
-0.3086, -0.0159, 1.3061, 0.0326
-0.5815, -0.0159, 1.2999, 0.0276
-1.3133, -0.0159, 1.3541, 0.0128
-1.3407, -0.0159, 1.4345, 0.0128
-0.5947, -0.0159, 1.3395, 0.0128
-0.2894, -0.0159, 1.3639, 0.0182
-0.59, -0.0159, 0.0551, 0.0209
-0.5607, -0.0159, 0.0259, 0.0209
-0.5947, -0.0159, 0.0196, 0.0153
-0.529, -0.0159, 0.0146, 0.0127
-0.5071, -0.0159, 0.0099, 0.0091
-0.4912, -0.0159, 0.0069, 0.0069
-0.3548, -0.0159, 0.02, 0.018
-0.3099, -0.0159, 0.0811, 0.0084
-0.2867, -0.0159, 0.0831, 0.0145
-0.2887, -0.0159, 0.1129, 0.0145
-0.3826, -0.0159, 0.0125, 0.0107
-0.4012, -0.0159, 0.0084, 0.0078
-0.2852, -0.0159, 0.1405, 0.0117
-0.2917, -0.0159, 0.2415, 0.0191
-0.2848, -0.0159, 0.2025, 0.0126
-0.4458, -0.0159, 0.3385, 0.0144
-0.4376, -0.0159, 0.4479, 0.0126
2.2263, -0.0159, 0.2762, 0.0262
2.336, -0.0159, 0.4579, 0.0285
2.3649, -0.0159, 0.5373, 0.0249
2.3711, -0.0159, 0.5917, 0.0322
2.3615, -0.0159, 0.4962, 0.0166
2.2446, -0.0159, 0.7029, 0.0289
2.1211, -0.0159, 0.7234, 0.0425
2.18, -0.0159, 0.7234, 0.0182
2.2094, -0.0159, 0.7217, 0.0115
2.1992, -0.0159, 0.7015, 0.0112
2.3903, -0.0159, 0.7653, 0.0332
2.3642, -0.0159, 1.0613, 0.0274
2.1542, -0.0159, 1.0827, 0.0235
2.2211, -0.0159, 1.1078, 0.0235
2.1846, -0.0159, 1.1034, 0.012
2.2991, -0.0159, 1.2263, 0.0258
1.4373, -0.0159, 1.3609, 0.0323
1.4083, -0.0159, 0.8957, 0.0223
1.4124, -0.0159, 0.9898, 0.022
1.4429, -0.0159, 1.5734, 0.0222
1.7015, -0.0159, 1.5638, 0.0265
1.8934, -0.0159, 1.5352, 0.0232
2.1022, -0.0159, 1.4303, 0.0345
1.9654, -0.0159, 1.2225, 0.0215
1.9883, -0.0159, 0.4271, 0.0189
1.9301, -0.0159, 0.3724, 0.0144
2.0282, -0.0159, 0.4997, 0.0144
1.7861, -0.0159, 0.2901, 0.018
1.1272, -0.0159, 0.0498, 0.0222
1.1574, -0.0159, 0.0303, 0.0141
1.1343, -0.0159, 0.015, 0.0137
0.4013, -0.0159, 0.2241, 0.0398
0.4614, -0.0159, 0.0468, 0.0315
0.4069, -0.0159, 0.0413, 0.0232
0.3891, -0.0159, 0.4963, 0.0194
0.386, -0.0159, 0.5717, 0.0194
0.3762, -0.0159, 0.5355, 0.0148
0.3774, -0.0159, 0.4668, 0.0123
0.3574, -0.0159, 0.8132, 0.0204
0.6794, -0.0159, 1.2144, 0.0196
0.6794, -0.0159, 1.4421, 0.0196
0.6804, -0.0159, 0.0192, 0.0176
0.6773, -0.0159, 0.2921, 0.0211
0.6727, -0.0159, 0.4838, 0.0211
0.681, -0.0159, 0.4472, 0.0154
1.3864, -0.0159, 1.3029, 0.0222
1.4808, -0.0159, 1.5802, 0.0153
1.5059, -0.0159, 1.584, 0.0088
1.3488, -0.0159, 1.581, 0.0145
1.3267, -0.0159, 1.5855, 0.0084
1.3118, -0.0159, 1.5886, 0.0068
1.4078, -0.0159, 0.7386, 0.0278
1.1347, -0.0159, 0.628, 0.0124
1.1303, -0.0159, 0.5627, 0.0209
2.0432, -0.0159, 1.1074, 0.0209
2.0192, -0.0159, 1.1325, 0.0138
-0.5853, -0.0159, 0.6547, 0.0246
-0.5897, -0.0159, 0.8961, 0.0184
-0.5919, -0.0159, 1.1236, 0.0156
-0.5978, -0.0159, 1.2634, 0.0119
-0.5934, -0.0159, 1.0242, 0.0128
-0.5948, -0.0159, 0.7432, 0.0141
-0.5999, -0.0159, 0.6853, 0.0094
-0.5841, -0.0159, 0.568, 0.0215
0.4113, -0.0159, 1.5842, 0.0112
0.3712, -0.0159, 1.5472, 0.0098
0.4312, -0.0159, 1.5884, 0.008
0.6895, -0.0159, 1.5886, 0.008
1.1715, -0.0159, 1.5769, -0.0136
1.1885, -0.0159, 1.5894, -0.0066
1.1165, -0.0159, 1.5226, -0.0136
1.1079, -0.0159, 1.5901, -0.0053
1.1087, -0.0159, 1.5017, -0.0082
-1.002, -0.0159, 0.0812, 0.0131
-1.5586, -0.0159, 1.3487, 0.0171
-1.5505, -0.0159, 1.6041, -0.0118
-1.4813, -0.0159, 1.607, -0.0118
